K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Kayu Tanyo,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Hunduhan,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Pohi,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Baya,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Bantayan,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Uwediken,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Lauon,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Boitan,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003"
,,,,,,Awu,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012
,,,,,Kilongan Permai,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012
72.01.04.1031,,,,,5Karaton,,,Perda No. 3/2008
,,,,,Tanjung Tuwis,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
72.01.04.1033,,,,,6Kaleke,,,Pemekaran sebagian Kel. Soho Perda No. 23/2009
72.01.04.1034,,,,,7Bungin Timur,,,Pemekaran sebagian Kel. Bungin Perda No. 23/2009
72.01.04.1035,,,,,8Mangkio Baru,,,Pemekaran sebagian Kel. Baru Perda No. 23/2009
,,,,,Bukit Membual,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
,,,,,Tombang Permai,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
,,,,,Kompo,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
,,,,,Jole,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
,,,,,Hanga-Hanga Permai,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012
,,,,,Nambo Bosaa,,,Menjadi wil Kec. Nambo Perda No. 3/2012
,,,,,Nambo Lempek Baru,,,Menjadi wil Kec. Nambo Perda No. 3/2012
,,,,,,Lenyek,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012
,,,,,,Koyoan Permai,,Menjadi wil Kec. Nambo Perda No. 3/2012
,,,,,,Buon Mandiri,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012
72.01.05,,,,5Lamala,-,12,,
,,,,,,Lonas,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Boras,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Sulubombong,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Bolla,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Bombongan,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Binotik,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Sobol,,Menjadi wil Kec. Mantoh Perda No. 3/2012
,,,,,,Pondang,,Menjadi wil Kec. Mantoh Perda No. 3/2012
72.01.05.2009,,,,,,1 Nipa,,
72.01.05.2010,,,,,,2 Kagitakan,,
72.01.05.2011,,,,,,3 Sirom,,
72.01.05.2012,,,,,,4 Poroan,,
72.01.05.2013,,,,,,5 Lomba,,
72.01.05.2014,,,,,,6 Bonebobakal,,
,,,,,,,,
